EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS) - APENAS EMPRESAS BRASILEIRAS;DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;1;KDFW;DALLAS/FORT WORTH;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;7978;177;200229;0;63617;75801600;65619050;11926250;7091562,1;;263200;32;1646883525;0;523249825;9216;1450000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;1;KJFK;NEW YORK;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO - GALEÃO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;5441;187;79963;0;32314;62802559;41912023;10745685;4008271,456;;238793;31;614383577;0;248914742;8153;1395000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;1;KJFK;NEW YORK;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;6994;246;195438;0;33779;88064800;66336556;15624400;6908273,024;;284080;31;1637819412;0;295211912;9610;1705000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;1;KLAX;LOS ANGELES;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;5689;121;146612;0;14699;62675712;56275588;9793080;5816357,512;;217624;22;1450285904;0;145402508;6336;990000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;1;KMIA;MIAMI;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;4466;74;3517;0;0;31231260;25858140;2512860;1959723,93;;179490;31;20340270;0;0;5394;434000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;1;KMIA;MIAMI;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;SBCF;BELO HORIZONTE - CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;5505;115;85902;0;0;42041084;35215485;6940745;3190676,469;;198307;31;549515094;0;0;6572;1085000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;1;KMIA;MIAMI;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;Internacional;Não-regular;747;5;3;0;0;3462144;2886408;324576;216492,192;;27048;7;11592;0;0;896;84000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;1;KMIA;MIAMI;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;2603;28;677;0;0;12364800;10057992;1159200;756965,328;;96600;25;2615928;0;0;3200;300000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;1;KMIA;MIAMI;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO - GALEÃO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Não-regular;3700;142;48622;0;12873;29536134;24226506;5025060;2226672,47;;111668;17;324298604;0;85385916;4496;765000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;1;KMIA;MIAMI;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO - GALEÃO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;9451;189;118529;0;40165;71876238;63302798;11821970;5810642,262;;261222;39;793907242;0;269025170;10731;1765000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;1;KMIA;MIAMI;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;19673;540;482494;0;32713;148672414;128854385;26826018,09;13037887,28;;517469;79;3159983374;0;213825033;22698;4095530;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;1;MYNN;NASSAU/INTL NEW PROVIDENCE;;;BAHAMAS;AMÉRICA CENTRAL;KMIA;MIAMI;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;Internacional;Não-regular;0;0;0;0;0;43648;0;4092;0;;341;1;0;0;0;128;12000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;1;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;Internacional;Regular;3817;78;127;0;0;29216340;22100430;2350740;1658267,58;;167910;29;735330;0;0;5046;406000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;1;SBCF;BELO HORIZONTE - CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;Internacional;Não-regular;58;13;0;0;0;1356164;371026;223895;27826,95;;6397;1;0;0;0;212;35000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;1;SBCF;BELO HORIZONTE - CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;Internacional;Regular;4893;114;141984;0;0;40684920;31300521;6716850;3255810,723;;191910;30;908271648;0;0;6360;1050000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;KJFK;NEW YORK;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;Internacional;Não-regular;219;7;866;0;0;1361814;1133982;233010;89532,798;;5178;1;4484148;0;0;263;45000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;Internacional;Não-regular;2640;27;0;0;0;13825536;10264752;1296144;769856,4;;108012;28;0;0;0;3584;336000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;MYNN;NASSAU/INTL NEW PROVIDENCE;;;BAHAMAS;AMÉRICA CENTRAL;Internacional;Não-regular;0;0;0;0;0;616832;0;57828;0;;4819;1;0;0;0;128;12000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;1;SBGL;RIO DE JANEIRO - GALEÃO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KJFK;NEW YORK;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;Internacional;Regular;6786;191;90667;0;0;62802559;52272558;10745685;4618849,751;;238793;31;698407901;0;0;8153;1395000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;1;SBGL;RIO DE JANEIRO - GALEÃO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;Internacional;Não-regular;3783;113;16102;0;1687;33469906;25338534;5726790;2019540,772;;127262;19;107851196;0;11299526;4997;855000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;1;SBGL;RIO DE JANEIRO - GALEÃO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;Internacional;Regular;9271;285;273012;0;826;75566836;62097158;12505032,04;6491453,774;;274618;41;1828634376;0;5532548;11282;1866980;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;1;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KDFW;DALLAS/FORT WORTH;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;Internacional;Não-regular;0;0;8985;0;0;2368800;0;370125;73901,625;;8225;1;73901625;0;0;288;45000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;1;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KDFW;DALLAS/FORT WORTH;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;Internacional;Regular;7456;162;235141;0;2047;71064000;61325600;11432750;6550291,3;;246750;30;1934034725;0;16836575;8640;1390000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;1;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KJFK;NEW YORK;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;Internacional;Regular;6669;284;259785;0;0;88064800;64091676;15624400;7141987,476;;284080;31;2335111776;0;0;9610;1705000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;1;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KLAX;LOS ANGELES;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;Internacional;Regular;5321;80;179848;0;0;88318080;66613984;14333076,64;7540992,888;;306660;22;2544944088;0;0;6336;1043920;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;1;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;Internacional;Regular;16505;916;520963;0;36979;148405791;108157265;26703475;11767988,8;;517687;79;3413870539;0;242323387;22647;4075000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;2;KDFW;DALLAS/FORT WORTH;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;5958;184;157585;0;77563;63787968;48899708;9966870;5597806,69;;221486;27;1293952024;0;636376566;7776;1215000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;2;KJFK;NEW YORK;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO - GALEÃO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;5019;267;39355;0;27832;56724892;38661357;9705780;3417143,236;;215684;28;303151565;0;214389896;7364;1260000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;2;KJFK;NEW YORK;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;5309;204;191205;0;26299;65891044;40539524;11683080;4701324,844;;213808;28;1460041380;0;200819164;8629;1530000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;2;KLAX;LOS ANGELES;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;4570;87;165575;0;15040;56977920;45206440;8902800;5177126,58;;197840;20;1637867900;0;148775680;5760;900000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;2;KMCO;ORLANDO;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;KMIA;MIAMI;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;Internacional;Regular;0;0;0;0;0;99200;0;17600;0;;320;1;0;0;0;310;55000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;2;KMIA;MIAMI;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;3944;49;1500;0;0;28208880;22835760;2269680;1721367;;162120;28;8685000;0;0;4872;392000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;2;KMIA;MIAMI;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;SBCF;BELO HORIZONTE - CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;3168;80;77110;0;0;35260264;20265696;5821270;2013199,87;;166322;26;493272670;0;0;5512;910000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;2;KMIA;MIAMI;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;Internacional;Não-regular;227;10;0;0;0;1955328;871548;183312;65366,1;;15276;4;0;0;0;512;48000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;2;KMIA;MIAMI;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;1323;17;381;0;0;11870208;5112072;1112832;384877,584;;92736;24;1472184;0;0;3072;288000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;2;KMIA;MIAMI;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO - GALEÃO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Não-regular;1826;46;23220;0;10779;14092592;12230548;2411280;1145016,402;;53584;8;155527560;0;72197742;2104;360000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;2;KMIA;MIAMI;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;SBGL;RIO DE JANEIRO - GALEÃO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;7967;247;123031;0;39566;60503034;53362966;9946530;5091297,156;;221034;33;824061638;0;265013068;9033;1485000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;2;KMIA;MIAMI;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;12123;703;548065;0;33149;131597346;79544277;23820155;9780518,217;;465263;71;3597472045;0;217225397;20082;3635000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;2;KPBI;PALM BEACH INTL;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;KMIA;MIAMI;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;Internacional;Regular;0;0;0;0;0;24600;0;4500;0;;100;1;0;0;0;246;45000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;2;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;Internacional;Regular;2941;53;12;0;0;28208880;17028390;3253401;1277198,73;;162120;28;69480;0;0;4872;561900;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;2;SBCF;BELO HORIZONTE - CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;Internacional;Regular;2352;70;83657;0;0;33989112;15077725;5495416,609;1666056,604;;160326;25;535227229;0;0;5300;856397;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;2;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;Internacional;Não-regular;1430;23;0;0;0;14173296;5516700;1296144;413752,5;;108012;28;0;0;0;3674;336000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;2;SBGL;RIO DE JANEIRO - GALEÃO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KJFK;NEW YORK;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;Internacional;Regular;4230;192;109757;0;0;56917467;32583690;9705780;3289234,921;;215684;28;845458171;0;0;7389;1260000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;2;SBGL;RIO DE JANEIRO - GALEÃO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;Internacional;Não-regular;1067;46;16906;0;27;15854166;7146766;2712690;649424,684;;60282;9;113236388;0;180846;2367;405000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;2;SBGL;RIO DE JANEIRO - GALEÃO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;Internacional;Regular;5855;320;397390;0;90;57375068;39216790;9645120;5603580,29;;214336;32;2661718220;0;602820;8566;1440000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;2;SBGL;RIO DE JANEIRO - GALEÃO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;0;0;0;0;0;85854;0;15705;0;;349;1;0;0;0;246;45000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;2;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KDFW;DALLAS/FORT WORTH;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;Internacional;Regular;6228;182;270303;0;0;66301725;51225300;10363500;6065139,675;;230300;28;2223242175;0;0;8061;1260000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;2;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KJFK;NEW YORK;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;Internacional;Regular;4333;194;310867;0;0;66280480;33086788;11922544,96;4855289,512;;213808;28;2373780412;0;0;8680;1561360;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;2;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KLAX;LOS ANGELES;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;Internacional;Regular;3982;79;171251;0;0;54129024;39389944;8457660;4648260,692;;187948;19;1694014892;0;0;5472;855000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;2;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KMCO;ORLANDO;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;Internacional;Regular;0;0;0;0;0;2125360;0;377080;0;;6856;1;0;0;0;310;55000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;2;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;Internacional;Regular;11296;673;660689;0;35604;130706138;74109614;23459740;10125960,23;;458710;70;4332797834;0;234941345;19946;3580000;
AAL;AMERICAN AIRLINES;ESTRANGEIRA;2017;2;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KPBI;PALM BEACH INTL;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;Internacional;Regular;0;0;0;0;0;1628766;0;297945;0;;6621;1;0;0;0;246;45000;
ACA;AIR CANADA;ESTRANGEIRA;2017;1;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;6831;116;137336;0;37223;61978785;55980045;11137595,04;5629014,38;;245850;30;850936020;0;305042485;7563;1359072;
ACA;AIR CANADA;ESTRANGEIRA;2017;1;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;Internacional;Regular;7387;161;253403;0;4840;64027535;60536465;11505427,62;6656536,26;;254045;31;2076637585;0;39663800;7813;1403957;
ACA;AIR CANADA;ESTRANGEIRA;2017;2;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;6217;137;156300;0;25282;58668005;50948315;10607165,47;5309188,115;;229460;28;985858500;0;207185990;7159;1294346;
ACA;AIR CANADA;ESTRANGEIRA;2017;2;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;CYYZ;TORONTO;;;CANADÁ;AMÉRICA DO NORTE;Internacional;Regular;6097;113;266821;0;4514;58668005;49964915;10607165,47;5970958,95;;229460;28;2186598095;0;36992230;7159;1294346;
AEA;AIR EUROPA;ESTRANGEIRA;2017;1;LEMD;MADRID;;;ESPANHA;EUROPA;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;8806;61;106534;719;0;77230340;73507371;9224115,211;6404112,186;;258792;31;891059361;5695936;0;9251;1104699;
AEA;AIR EUROPA;ESTRANGEIRA;2017;1;LEMD;MADRID;;;ESPANHA;EUROPA;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;3681;26;18671;0;0;27968094;26216082;3564176,412;2099181,012;;92586;13;132974862;0;0;3927;500446;
AEA;AIR EUROPA;ESTRANGEIRA;2017;1;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LEMD;MADRID;;;ESPANHA;EUROPA;Internacional;Regular;8517;130;219034;11930;0;75198996;71449113;9667391,321;7196159,701;;251670;30;1837476226;100080770;0;8964;1152389;
AEA;AIR EUROPA;ESTRANGEIRA;2017;1;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;LEMD;MADRID;;;ESPANHA;EUROPA;Internacional;Regular;3783;25;149811;0;0;27968094;26942526;3883348,842;3087643,392;;92586;13;1066953942;0;0;3927;545261;
AEA;AIR EUROPA;ESTRANGEIRA;2017;2;LEMD;MADRID;;;ESPANHA;EUROPA;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;6983;52;136475;2981;0;67573395;58580387;7767500,935;5538417,8;;226503;27;1144888775;25007609;0;8055;925915;
AEA;AIR EUROPA;ESTRANGEIRA;2017;2;LEMD;MADRID;;;ESPANHA;EUROPA;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;3031;33;36643;0;0;25553736;21586782;3025140,72;1879980,096;;85464;12;241279116;0;0;3588;424760;
AEA;AIR EUROPA;ESTRANGEIRA;2017;2;LEZL;SEVILLA;;;ESPANHA;EUROPA;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Não-regular;261;0;0;0;0;2377782;2089566;254630,83;156717,45;;8006;1;0;0;0;297;31805;
AEA;AIR EUROPA;ESTRANGEIRA;2017;2;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LEMD;MADRID;;;ESPANHA;EUROPA;Internacional;Regular;7375;83;163511;0;0;67455949;61868875;7993425,094;6011859,404;;226503;27;1308574943;0;0;8041;952846;
AEA;AIR EUROPA;ESTRANGEIRA;2017;2;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LEZL;SEVILLA;;;ESPANHA;EUROPA;Internacional;Não-regular;291;0;0;0;0;2377782;2329746;248538,264;174730,95;;8006;1;0;0;0;297;31044;
AEA;AIR EUROPA;ESTRANGEIRA;2017;2;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;LEMD;MADRID;;;ESPANHA;EUROPA;Internacional;Regular;3466;26;155097;0;0;27725946;24684852;3681938,682;2955964,734;;92586;13;1104600834;0;0;3893;516981;
AFR;AIR FRANCE;ESTRANGEIRA;2017;1;LFPG;PARIS;;;FRANÇA;EUROPA;SBGL;RIO DE JANEIRO - GALEÃO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;10862;195;220048;5409;6680;110373795;101505390;18936231,41;9731677,41;;289695;31;2056348560;50547105;62424600;11811;2026349;
AFR;AIR FRANCE;ESTRANGEIRA;2017;1;LFPG;PARIS;;;FRANÇA;EUROPA;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;12853;114;465992;7094;17869;137289464;125251955;26739644,04;14112919,14;;477483;49;4465983254;67760519;174436869;14088;2743655;
AFR;AIR FRANCE;ESTRANGEIRA;2017;1;SBGL;RIO DE JANEIRO - GALEÃO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;LFPG;PARIS;;;FRANÇA;EUROPA;Internacional;Regular;10863;146;341537;7112;359;106813350;101514735;18319068,92;10808623,25;;280350;30;3191663265;66461640;3354855;11430;1960307;
AFR;AIR FRANCE;ESTRANGEIRA;2017;1;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LFPG;PARIS;;;FRANÇA;EUROPA;Internacional;Regular;13001;134;469490;7630;12136;135519288;126961016;26037717,01;14225666,56;;468753;48;4585039711;74511154;118550648;13877;2666209;
AFR;AIR FRANCE;ESTRANGEIRA;2017;2;LFPG;PARIS;;;FRANÇA;EUROPA;SBGL;RIO DE JANEIRO - GALEÃO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;9613;265;288525;4898;7361;99692460;89833485;17118806,46;9502566,045;;261660;28;2696266125;45771810;68788545;10668;1831868;
AFR;AIR FRANCE;ESTRANGEIRA;2017;2;LFPG;PARIS;;;FRANÇA;EUROPA;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;10491;107;372862;5648;11916;114825145;101579051;22102347,76;11340170,87;;396901;41;3606294067;54752184;115447974;11861;2283308;
AFR;AIR FRANCE;ESTRANGEIRA;2017;2;SBGL;RIO DE JANEIRO - GALEÃO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;LFPG;PARIS;;;FRANÇA;EUROPA;Internacional;Regular;9622;232;373953;6700;27;99692460;89917590;17118750,39;10238662,35;;261660;28;3494590785;62611500;252315;10668;1831862;
AFR;AIR FRANCE;ESTRANGEIRA;2017;2;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LFPG;PARIS;;;FRANÇA;EUROPA;Internacional;Regular;10821;113;503495;6306;14918;114599761;104830849;22087910,49;12885060,89;;397179;41;4877844324;61075390;144902890;11829;2279998;
