EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS) - APENAS EMPRESAS BRASILEIRAS;DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS
AZU;AZUL;BRASILEIRA;2017;1;SBUR;UBERABA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBUL;UBERLÂNDIA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Improdutivo;0;0;0;0;0;0;0;0;0;328;101;1;0;0;0;0;0;0,75
AZU;AZUL;BRASILEIRA;2017;1;SBVG;VARGINHA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;BELO HORIZONTE - CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Não-regular;212;10;0;0;0;74504;56816;6564,66;4944,6;2734;1072;4;0;0;0;278;24495;3,83
AZU;AZUL;BRASILEIRA;2017;1;SBVG;VARGINHA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;BELO HORIZONTE - CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;497;15;0;0;0;168304;133196;14094,388;11759,036;6281;2412;9;0;0;0;628;52591;8,33
AZU;AZUL;BRASILEIRA;2017;1;SBVH;VILHENA;RO;NORTE;BRASIL;AMÉRICA DO SUL;SBCY;CUIABÁ;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Não-regular;34;0;0;0;0;37800;18360;3538,08;1638,36;1166;540;1;0;0;0;70;6552;1,28
AZU;AZUL;BRASILEIRA;2017;1;SBVH;VILHENA;RO;NORTE;BRASIL;AMÉRICA DO SUL;SBCY;CUIABÁ;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;1398;41;1120;0;0;978480;754920;89546,58;67508,64;31723;14040;26;604800;0;0;1812;165827;43,84
AZU;AZUL;BRASILEIRA;2017;1;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;BELO HORIZONTE - CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Não-regular;1906;44;0;0;0;825792;745246;85301,342;63522,642;44524;7429;19;0;0;0;2112;218162;20,06
AZU;AZUL;BRASILEIRA;2017;1;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;BELO HORIZONTE - CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;14667;325;42319;0;0;6555506;5734797;647817,011;508669,886;327838;55913;143;16546729;0;0;16766;1656821;142,75
AZU;AZUL;BRASILEIRA;2017;1;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO - GALEÃO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;95;0;0;0;0;44202;39615;4840,953;3332,664;4220;417;1;0;0;0;106;11609;1,88
AZU;AZUL;BRASILEIRA;2017;1;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Não-regular;93;0;0;0;0;86022;67797;6763,662;5791,905;3442;729;1;0;0;0;118;9278;1,68
AZU;AZUL;BRASILEIRA;2017;1;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;SÃO PAULO - GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;6057;55;28043;0;0;5107374;4415553;514152,036;400123,314;220666;44469;61;20443347;0;0;7006;705284;101,74
AZU;AZUL;BRASILEIRA;2017;1;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Não-regular;110;1;0;0;0;90860;84700;7713,86;7288,82;3495;770;1;0;0;0;118;10018;1,65
AZU;AZUL;BRASILEIRA;2017;1;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;8428;267;28823;0;0;7875560;6489560;723649,08;591332,28;334449;67760;88;22193710;0;0;10228;939804;138,04
AZU;AZUL;BRASILEIRA;2017;1;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO - SANTOS DUMONT;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Não-regular;429;15;0;0;0;246620;179322;24629,814;14978,194;11856;2090;5;0;0;0;590;58923;5,17
AZU;AZUL;BRASILEIRA;2017;1;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO - SANTOS DUMONT;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;7291;91;2902;0;0;3561360;3047638;378586,362;255083,246;192009;32604;78;1213036;0;0;8520;905709;83,09
AZU;AZUL;BRASILEIRA;2017;1;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Não-regular;1611;11;28;0;0;1680942;1358073;158717,511;116758,872;60157;14331;17;23604;0;0;1994;188277;27,37
AZU;AZUL;BRASILEIRA;2017;1;SBZM;GOIANÁ;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Não-regular;227;7;0;0;0;123200;99880;10606,2;8555,8;4655;1760;4;0;0;0;280;24105;6,51
AZU;AZUL;BRASILEIRA;2017;1;SBZM;GOIANÁ;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;2582;51;363;0;0;1498640;1136080;134871;97616,64;56921;21560;49;159720;0;0;3406;306525;79,79
AZU;AZUL;BRASILEIRA;2017;1;SNBR;BARREIRAS;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCF;BELO HORIZONTE - CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;1150;24;490;0;0;1184400;972900;95339,124;85977,288;33089;16920;20;414540;0;0;1400;112694;44,08
AZU;AZUL;BRASILEIRA;2017;1;SNDV;DIVINÓPOLIS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Não-regular;787;20;639;0;0;382398;307717;33999,796;26709,992;12882;5474;14;249849;0;0;978;86956;17,33
AZU;AZUL;BRASILEIRA;2017;1;SNJD;FEIRA DE SANTANA;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCF;BELO HORIZONTE - CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;517;5;0;0;0;558076;509762;49828,496;45387,552;20781;4930;5;0;0;0;566;50536;8,57
AZU;AZUL;BRASILEIRA;2017;1;SNTF;ALCOBAÇA;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCF;BELO HORIZONTE - CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Não-regular;65;2;0;0;0;35560;33020;3589,02;2909,824;1139;508;1;0;0;0;70;7065;1,28
AZU;AZUL;BRASILEIRA;2017;1;SNTF;ALCOBAÇA;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCF;BELO HORIZONTE - CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;1727;60;0;0;0;956056;877316;93778,324;77344,016;30623;13716;27;0;0;0;1882;184603;36,99
AZU;AZUL;BRASILEIRA;2017;1;SNVB;VALENÇA;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCF;BELO HORIZONTE - CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Não-regular;247;6;0;0;0;244918;217607;22828,472;18855,162;6917;3524;4;0;0;0;278;25912;8,54
AZU;AZUL;BRASILEIRA;2017;1;SNVB;VALENÇA;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCF;BELO HORIZONTE - CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;352;9;0;0;0;415832;362972;45019,1;31981,181;14732;3524;4;0;0;0;472;51100;6,25
AZU;AZUL;BRASILEIRA;2017;1;SNVB;VALENÇA;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;60;3;0;0;0;;;;;;;;;;;;;
AZU;AZUL;BRASILEIRA;2017;1;SOCA;CAIENA;;;GUIANA FRANCESA;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;Internacional;Não-regular;20;1;0;0;0;56910;16260;4930,845;1447,14;1682;813;1;0;0;0;70;6065;2,52
AZU;AZUL;BRASILEIRA;2017;1;SOCA;CAIENA;;;GUIANA FRANCESA;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;461;13;0;0;0;739830;374793;62966,85;33886,653;21479;10569;13;0;0;0;910;77450;28,07
AZU;AZUL;BRASILEIRA;2017;1;SOCA;CAIENA;;;GUIANA FRANCESA;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;228;6;0;0;0;853848;412452;91253,196;36833,049;28337;7236;4;0;0;0;472;50444;11,72
AZU;AZUL;BRASILEIRA;2017;1;SSKW;CACOAL;RO;NORTE;BRASIL;AMÉRICA DO SUL;SBCY;CUIABÁ;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;2760;45;1218;0;0;2324700;2036880;237416,076;180911,106;92874;19926;27;898884;0;0;3150;321702;37,95
AZU;AZUL;BRASILEIRA;2017;1;SSZW;PONTA GROSSA;PR;SUL;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;881;8;0;0;0;517140;343590;35231,82;29010,15;17363;7410;19;0;0;0;1326;90338;25,99
AZU;AZUL;BRASILEIRA;2017;1;SULS;MALDONADO-URUGUAI;;;URUGUAI;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Não-regular;1196;19;0;0;0;1976854;1821508;205477,068;170550,109;65755;16753;11;0;0;0;1298;134916;25,46
AZU;AZUL;BRASILEIRA;2017;1;SULS;MALDONADO-URUGUAI;;;URUGUAI;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;Internacional;Não-regular;717;2;0;0;0;500500;466050;46425,6;42010,15;14726;7150;11;0;0;0;770;71424;19,81
AZU;AZUL;BRASILEIRA;2017;1;SUMU;MONTEVIDEU;;;URUGUAI;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;Internacional;Não-regular;579;16;0;0;0;431460;408195;43809,405;37042,11;15167;4230;6;0;0;0;612;62141;8,84
AZU;AZUL;BRASILEIRA;2017;1;SUMU;MONTEVIDEU;;;URUGUAI;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;Internacional;Regular;1812;45;0;0;0;1366290;1277460;126187,95;114456,045;40376;19035;27;0;0;0;1938;178990;51,58
AZU;AZUL;BRASILEIRA;2017;1;SWLC;RIO VERDE;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Não-regular;59;2;0;0;0;48930;41241;3855,684;3564,9;1392;699;1;0;0;0;70;5516;1,97
AZU;AZUL;BRASILEIRA;2017;1;SWLC;RIO VERDE;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;1154;21;0;0;0;1165932;806646;93236,115;69253,425;34615;16776;24;0;0;0;1668;133385;44,03
AZU;AZUL;BRASILEIRA;2017;1;SWSI;SINOP;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBCY;CUIABÁ;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;5564;80;262;0;0;3025740;2348008;268126,14;203647,494;128853;30384;72;110564;0;0;7170;635370;79,03
AZU;AZUL;BRASILEIRA;2017;2;KFLL;FORT LAUDERDALE;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Não-regular;713;13;19447;0;0;6394784;4643056;1112484,032;653511,76;228229;26048;4;126638864;0;0;982;170836;32,87
AZU;AZUL;BRASILEIRA;2017;2;KFLL;FORT LAUDERDALE;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;6484;205;192891;0;0;45753312;42223808;7852189,136;6002800,672;1639875;182336;28;1256106192;0;0;7026;1205803;227,91
AZU;AZUL;BRASILEIRA;2017;2;KMCO;ORLANDO;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;KFLL;FORT LAUDERDALE;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;Internacional;Não-regular;106;0;0;0;0;75810;30210;13607,61;2818,08;6203;285;1;0;0;0;266;47746;1,65
AZU;AZUL;BRASILEIRA;2017;2;KMCO;ORLANDO;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;KMCO;ORLANDO;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;Internacional;Improdutivo;;;;;;0;0;0;0;1884;0;6;0;0;0;0;0;2,04
AZU;AZUL;BRASILEIRA;2017;2;KMCO;ORLANDO;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;5999;150;86510;0;0;42565988;40739209;7469210,379;5150226,49;1421628;162984;24;587489410;0;0;6268;1099869;204,84
AZU;AZUL;BRASILEIRA;2017;2;KMCO;ORLANDO;;;ESTADOS UNIDOS;AMÉRICA DO NORTE;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Não-regular;1247;15;2130;0;0;8543920;8010728;1205103,856;926103,112;285950;32120;5;13683120;0;0;1330;187594;40,28
AZU;AZUL;BRASILEIRA;2017;2;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;4222;185;139644;0;0;37534345;32009226;5711015,077;4557929,876;1406585;150613;19;1106957988;0;0;4735;720451;196,39
AZU;AZUL;BRASILEIRA;2017;2;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;Internacional;Regular;4;0;0;0;0;1417152;1100928;124621,536;116054,208;52658;5856;1;0;0;0;242;21281;7,92
AZU;AZUL;BRASILEIRA;2017;2;SBAE;BAURU;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Improdutivo;0;0;0;0;0;0;0;0;0;540;219;1;0;0;0;0;0;0,87
AZU;AZUL;BRASILEIRA;2017;2;SBAE;BAURU;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Não-regular;309;10;0;0;0;91542;79059;9322,83;6657,162;3629;1314;6;0;0;0;418;42570;6
AZU;AZUL;BRASILEIRA;2017;2;SBAE;BAURU;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;2483;76;0;0;0;639918;536769;65073,66;44872,881;25194;9198;42;0;0;0;2922;297140;38,9
AZU;AZUL;BRASILEIRA;2017;2;SBAE;BAURU;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBML;MARÍLIA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Não-regular;0;4;0;0;0;12320;5016;1267,024;447,92;698;176;2;0;0;0;140;14398;1,04
AZU;AZUL;BRASILEIRA;2017;2;SBAE;BAURU;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBML;MARÍLIA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;2;2;0;0;0;135168;85976;13855,776;7311,832;7174;1936;22;0;0;0;1536;157452;9,27
AZU;AZUL;BRASILEIRA;2017;2;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;75;3;48;0;0;;;;;;;;;;;;;
AZU;AZUL;BRASILEIRA;2017;2;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Não-regular;542;16;0;0;0;1008900;926820;95561,64;82623,78;34545;8550;5;0;0;0;590;55884;13,83
AZU;AZUL;BRASILEIRA;2017;2;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;3436;85;749;0;0;9815400;8175510;986764,05;726683,31;312640;78660;46;1280790;0;0;5740;577055;127,07
AZU;AZUL;BRASILEIRA;2017;2;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Não-regular;123;0;0;0;0;55300;48585;5798,6;4167,645;2027;790;2;0;0;0;140;14680;2,82
AZU;AZUL;BRASILEIRA;2017;2;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;4302;87;1033;0;0;2059530;1728520;216745,98;146176,07;76223;27255;69;408035;0;0;5214;548724;89,86
AZU;AZUL;BRASILEIRA;2017;2;SBAT;ALTA FLORESTA;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBCY;CUIABÁ;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Não-regular;72;1;0;0;0;75874;46296;8087,011;4081,121;3211;643;1;0;0;0;118;12577;1,2
AZU;AZUL;BRASILEIRA;2017;2;SBAT;ALTA FLORESTA;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBCY;CUIABÁ;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;2141;45;1327;0;0;1661512;1376663;170383,426;121054,395;68170;14146;22;853261;0;0;2584;264982;28,41
AZU;AZUL;BRASILEIRA;2017;2;SBAU;ARAÇATUBA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Não-regular;44;8;0;0;0;27790;17468;2731,36;1604,674;759;397;1;0;0;0;70;6880;1,03
AZU;AZUL;BRASILEIRA;2017;2;SBAU;ARAÇATUBA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;3452;84;7093;0;0;1982618;1370444;197284,783;117726,38;67031;28584;72;2815921;0;0;4994;496939;91,33
AZU;AZUL;BRASILEIRA;2017;2;SBAX;ARAXÁ;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;BELO HORIZONTE - CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;162;8;0;0;0;87640;71051;7959,277;6057,489;3100;1252;4;0;0;0;280;25429;3,88
AZU;AZUL;BRASILEIRA;2017;2;SBAX;ARAXÁ;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBUR;UBERABA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;4;3;0;0;0;22470;10700;2204,735;889,491;960;321;3;0;0;0;210;20605;1,64
AZU;AZUL;BRASILEIRA;2017;2;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;Doméstica;Improdutivo;0;0;0;0;0;0;0;0;0;2278;0;2;0;0;0;0;0;3,03
AZU;AZUL;BRASILEIRA;2017;2;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBCF;BELO HORIZONTE - CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Improdutivo;0;0;0;0;0;0;0;0;0;8047;2086;1;0;0;0;0;0;3,02
AZU;AZUL;BRASILEIRA;2017;2;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBCF;BELO HORIZONTE - CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;5457;313;2280;0;0;13955340;11562698;1423321,606;1029956,242;411324;106386;51;4756080;0;0;6690;682321;155,7
AZU;AZUL;BRASILEIRA;2017;2;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;Doméstica;Não-regular;63;0;0;0;0;;;;;;;;;;;;;
AZU;AZUL;BRASILEIRA;2017;2;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;2396;21;0;0;0;;;;;;;;;;;;;
AZU;AZUL;BRASILEIRA;2017;2;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;871;19;0;0;0;;;;;;;;;;;;;
AZU;AZUL;BRASILEIRA;2017;2;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBHT;ALTAMIRA;PA;NORTE;BRASIL;AMÉRICA DO SUL;Doméstica;Não-regular;36;2;0;0;0;32690;16812;2754,833;1525,222;1013;467;1;0;0;0;70;5899;1,3
AZU;AZUL;BRASILEIRA;2017;2;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBHT;ALTAMIRA;PA;NORTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;2815;72;3238;0;0;1987552;1314605;185247,692;116466,998;70156;26152;56;1512146;0;0;4256;396676;75,07
AZU;AZUL;BRASILEIRA;2017;2;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Improdutivo;0;0;0;0;0;0;0;0;0;9160;2408;1;0;0;0;0;0;3,7
AZU;AZUL;BRASILEIRA;2017;2;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Não-regular;113;3;0;0;0;284144;272104;26711,944;24898,72;9484;2408;1;0;0;0;118;11093;3,68
AZU;AZUL;BRASILEIRA;2017;2;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;1047;35;0;0;0;418992;291368;41826,96;24328,024;10000;2408;1;0;0;0;174;17370;4,07
AZU;AZUL;BRASILEIRA;2017;2;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBMA;MARABÁ;PA;NORTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;2229;84;1214;0;0;2085888;1532608;192476,928;131802,496;87292;21504;48;543872;0;0;4656;429636;57,16
AZU;AZUL;BRASILEIRA;2017;2;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBMQ;MACAPÁ;AP;NORTE;BRASIL;AMÉRICA DO SUL;Doméstica;Não-regular;65;5;0;0;0;23030;21385;2108,561;1913,464;812;329;1;0;0;0;70;6409;1,05
AZU;AZUL;BRASILEIRA;2017;2;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBMQ;MACAPÁ;AP;NORTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;6923;52;8852;2;0;2980740;2463223;275596,391;215659,829;151162;25662;78;2912308;658;0;9060;837679;70,13
AZU;AZUL;BRASILEIRA;2017;2;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;2263;77;0;0;0;5031000;4115358;533720,343;359605,818;152775;40248;24;0;0;0;3000;318259;60,18
AZU;AZUL;BRASILEIRA;2017;2;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBSL;SÃO LUÍS;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Não-regular;67;0;0;0;0;34930;33433;3093,8;2823,841;1139;499;1;0;0;0;70;6200;1,32
AZU;AZUL;BRASILEIRA;2017;2;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBSL;SÃO LUÍS;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;Doméstica;Regular;2954;69;0;0;0;2883222;1933625;294577,664;165229,379;119238;25449;51;0;0;0;5778;590336;56,7
AZU;AZUL;BRASILEIRA;2017;2;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBSN;SANTARÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;Doméstica;Improdutivo;0;0;0;0;0;0;0;0;0;1438;710;1;0;0;0;0;0;1,92
AZU;AZUL;BRASILEIRA;2017;2;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBSN;SANTARÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;Doméstica;Não-regular;58;6;0;0;0;167560;85910;15007,98;7686,46;6155;1420;2;0;0;0;236;21138;2,35
